Name,Diameter,Coordinates,Approval Year,Eponym,Link
Riemenschneider,52°45′S 99°57′W﻿ / ﻿52.75°S 99.95°W﻿ / -52.75; -99.95﻿ (Riemenschneider),183,1979,"Tilman Riemenschneider, German sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5031
Rilke,44°49′S 12°34′W﻿ / ﻿44.81°S 12.57°W﻿ / -44.81; -12.57﻿ (Rilke),82,1976,"Rainer Maria Rilke, German poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5035
Rimbaud,63°37′S 148°54′W﻿ / ﻿63.62°S 148.9°W﻿ / -63.62; -148.9﻿ (Rimbaud),78,1985,"Arthur Rimbaud, French poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5149
Rikyū,79°55′N 22°44′W﻿ / ﻿79.91°N 22.74°W﻿ / 79.91; -22.74﻿ (Rikyū),22.4,2013,"Sen no Rikyū, Japanese tea master",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15145
Rivera,69°17′N 32°11′E﻿ / ﻿69.29°N 32.18°E﻿ / 69.29; 32.18﻿ (Rivera),40,2015,"Diego Rivera, Mexican painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15320
Rizal,82°29′N 146°59′W﻿ / ﻿82.48°N 146.98°W﻿ / 82.48; -146.98﻿ (Rivera),64,2019,"José Rizal, Filipino writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15856
Rodin,21°43′N 18°53′W﻿ / ﻿21.72°N 18.89°W﻿ / 21.72; -18.89﻿ (Rodin),230,1976,"Auguste Rodin, French sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5169
Roerich,84°23′S 58°56′W﻿ / ﻿84.39°S 58.94°W﻿ / -84.39; -58.94﻿ (Roerich),111.67,2013,"Nicholas Roerich, Russian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15105
Rubens,60°35′N 77°59′W﻿ / ﻿60.58°N 77.99°W﻿ / 60.58; -77.99﻿ (Rubens),158,1979,"Peter Paul Rubens, French artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5211
Rublev,15°07′S 157°05′W﻿ / ﻿15.12°S 157.08°W﻿ / -15.12; -157.08﻿ (Rublev),129,1976,"Andrei Rublev, Russian icon painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5213
Rūdaki,3°58′S 51°46′W﻿ / ﻿3.97°S 51.76°W﻿ / -3.97; -51.76﻿ (Rūdaki),124,1976,"Rudaki, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5252
Rude,33°13′S 79°17′W﻿ / ﻿33.22°S 79.29°W﻿ / -33.22; -79.29﻿ (Rude),68,1985,"François Rude, French sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5216
Rūmī,24°12′S 105°18′W﻿ / ﻿24.2°S 105.3°W﻿ / -24.2; -105.3﻿ (Rūmī),75,1985,"Mawlana Rumi, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5253
Rustaveli,52°25′N 82°44′E﻿ / ﻿52.41°N 82.74°E﻿ / 52.41; 82.74﻿ (Rustaveli),200,2012,"Shota Rustaveli, Georgian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14971
Ruysch,10°42′S 94°07′E﻿ / ﻿10.7°S 94.12°E﻿ / -10.7; 94.12﻿ (Ruysch),64,2013,"Rachel Ruysch, Netherland painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15176
Sadī,79°14′S 51°16′W﻿ / ﻿79.24°S 51.26°W﻿ / -79.24; -51.26﻿ (Sadī),66.54,1976,"Saadi, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5271
Saikaku,71°58′N 177°58′W﻿ / ﻿71.96°N 177.97°W﻿ / 71.96; -177.97﻿ (Saikaku),64,1979,"Ihara Saikaku, Japanese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5279
Sander,42°26′N 154°34′E﻿ / ﻿42.43°N 154.56°E﻿ / 42.43; 154.56﻿ (Sander),47,2008,"August Sander, German photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14395
Sanai,13°22′S 6°59′W﻿ / ﻿13.37°S 6.99°W﻿ / -13.37; -6.99﻿ (Sanai),490,2014,"Sanai, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15246
Sapkota,86°05′N 132°47′W﻿ / ﻿86.09°N 132.79°W﻿ / 86.09; -132.79﻿ (Sapkota),27.4,2015,"Mahananda Sapkota, Nepalese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15434
Sarmiento,29°16′S 170°25′E﻿ / ﻿29.27°S 170.42°E﻿ / -29.27; 170.42﻿ (Sarmiento),95,1979,"Domingo Faustino Sarmiento, Argentinian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5325
Savage,8°35′S 93°25′E﻿ / ﻿8.59°S 93.41°E﻿ / -8.59; 93.41﻿ (Savage),93,2013,"Augusta Savage, American sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15177
Sayat-Nova,27°59′S 122°42′W﻿ / ﻿27.98°S 122.7°W﻿ / -27.98; -122.7﻿ (Sayat-Nova),146,1979,"Sayat-Nova, Armenian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5348
Scarlatti,40°42′N 101°10′W﻿ / ﻿40.7°N 101.16°W﻿ / 40.7; -101.16﻿ (Scarlatti),132,1979,"Domenico Scarlatti, Alessandro Scarlatti, Italian composers",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5358
Schoenberg,16°04′S 136°05′W﻿ / ﻿16.06°S 136.08°W﻿ / -16.06; -136.08﻿ (Schoenberg),28,1976,"Arnold Schoenberg, Austrian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5377
Schubert,43°13′S 54°16′W﻿ / ﻿43.21°S 54.26°W﻿ / -43.21; -54.26﻿ (Schubert),190,1976,"Franz Schubert, Austrian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5384
Scopas,81°16′S 174°43′E﻿ / ﻿81.26°S 174.71°E﻿ / -81.26; 174.71﻿ (Scopas),83.16,1976,"Scopas, Ancient Greek sculptor and architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5393
Sei,64°37′S 88°35′W﻿ / ﻿64.61°S 88.59°W﻿ / -64.61; -88.59﻿ (Sei),137,1976,"Sei Shōnagon, Japanese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5408
Seuss,7°39′N 33°10′E﻿ / ﻿7.65°N 33.16°E﻿ / 7.65; 33.16﻿ (Seuss),64,2012,"Theodor Seuss Geisel, American author and cartoonist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14972
Shakespeare,48°06′N 152°15′W﻿ / ﻿48.1°N 152.25°W﻿ / 48.1; -152.25﻿ (Shakespeare),399,1979,"William Shakespeare, English writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5456
Shelley,47°41′S 128°16′W﻿ / ﻿47.69°S 128.27°W﻿ / -47.69; -128.27﻿ (Shelley),171,1979,"Percy Bysshe Shelley, English poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5483
Sher-Gil,45°16′S 134°44′E﻿ / ﻿45.26°S 134.74°E﻿ / -45.26; 134.74﻿ (Sher-Gil),77,2008,"Amrita Sher-Gil, Indian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14520
Shevchenko,53°38′S 46°01′W﻿ / ﻿53.64°S 46.02°W﻿ / -53.64; -46.02﻿ (Shevchenko),143,1976,"Taras Shevchenko, Ukrainian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5486
Sholem Aleichem,50°55′N 90°29′W﻿ / ﻿50.92°N 90.48°W﻿ / 50.92; -90.48﻿ (Sholem Aleichem),196,1979,"Sholom Aleichem, Yiddish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5495
Sibelius,49°30′S 145°22′W﻿ / ﻿49.5°S 145.37°W﻿ / -49.5; -145.37﻿ (Sibelius),94,1985,"Jean Sibelius, Finnish composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5512
Simonides,29°08′S 44°51′W﻿ / ﻿29.13°S 44.85°W﻿ / -29.13; -44.85﻿ (Simonides),87,1985,"Simonides of Ceos, Greek poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5541
Sinan,15°28′N 30°35′W﻿ / ﻿15.46°N 30.59°W﻿ / 15.46; -30.59﻿ (Sinan),134,1976,"Mimar Sinan, Turkish architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5549
Smetana,48°15′S 70°10′W﻿ / ﻿48.25°S 70.17°W﻿ / -48.25; -70.17﻿ (Smetana),191,1985,"Bedřich Smetana, Czech composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5602
Snorri,9°10′S 83°14′W﻿ / ﻿9.17°S 83.24°W﻿ / -9.17; -83.24﻿ (Snorri),21,1976,"Snorri Sturluson, Icelandic poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5611
Sophocles,6°57′S 146°02′W﻿ / ﻿6.95°S 146.04°W﻿ / -6.95; -146.04﻿ (Sophocles),142,1976,"Sophocles, Ancient Greek dramatist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5650
Sor Juana,50°31′N 25°35′W﻿ / ﻿50.51°N 25.59°W﻿ / 50.51; -25.59﻿ (Sor Juana),102,1979,"Sor Juana Inés de la Cruz, Mexican writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5651
Sōseki,39°19′N 38°46′W﻿ / ﻿39.31°N 38.77°W﻿ / 39.31; -38.77﻿ (Sōseki),92,1985,"Natsume Sōseki, Japanese novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5801
Sōtatsu,48°44′S 18°10′W﻿ / ﻿48.73°S 18.17°W﻿ / -48.73; -18.17﻿ (Sōtatsu),157,1976,"Tawaraya Sōtatsu, Japanese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5802
Sousa,46°41′N 0°38′E﻿ / ﻿46.69°N 0.63°E﻿ / 46.69; 0.63﻿ (Sousa),138,2012,"John Philip Sousa, American bandmaster and composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14973
Spitteler,69°11′S 60°16′W﻿ / ﻿69.18°S 60.26°W﻿ / -69.18; -60.26﻿ (Spitteler),67,1976,"Carl Spitteler, Swiss poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5668
Steichen,12°47′S 77°02′E﻿ / ﻿12.79°S 77.04°E﻿ / -12.79; 77.04﻿ (Steichen),196,2010,"Edward Steichen, American photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14650
Stevenson,2°03′N 143°53′W﻿ / ﻿2.05°N 143.88°W﻿ / 2.05; -143.88﻿ (Stevenson),134,2012,"Robert Louis Stevenson, Scottish author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14974
Stieglitz,72°32′N 67°38′E﻿ / ﻿72.54°N 67.63°E﻿ / 72.54; 67.63﻿ (Stieglitz),100,2012,"Alfred Stieglitz, American photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14928
Strauss,70°25′N 285°32′E﻿ / ﻿70.42°N 285.53°E﻿ / 70.42; 285.53﻿ (Stieglitz),17,2019,Strauss family of musicians,https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15860
Stravinsky,51°57′N 78°54′W﻿ / ﻿51.95°N 78.9°W﻿ / 51.95; -78.9﻿ (Stravinsky),129,1979,"Igor Stravinsky, Russian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5723
Strindberg,53°25′N 136°40′W﻿ / ﻿53.41°N 136.67°W﻿ / 53.41; -136.67﻿ (Strindberg),189,1979,"August Strindberg, Swedish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5726
Sullivan,16°11′S 86°53′W﻿ / ﻿16.19°S 86.88°W﻿ / -16.19; -86.88﻿ (Sullivan),153.23,1976,"Louis Sullivan, American architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5755
Sūr Dās,46°59′S 93°34′W﻿ / ﻿46.98°S 93.57°W﻿ / -46.98; -93.57﻿ (Sūr Dās),131,1979,"Sur, Hindu, poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5804
Surikov,36°59′S 124°54′W﻿ / ﻿36.98°S 124.9°W﻿ / -36.98; -124.9﻿ (Surikov),224,1979,"Vasily Surikov, Russian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5767
Sveinsdóttir,2°50′S 100°19′E﻿ / ﻿2.83°S 100.32°E﻿ / -2.83; 100.32﻿ (Sveinsdóttir),212.79,2008,"Júlíana Sveinsdóttir, Icelandic artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14389
Takanobu,30°40′N 108°34′W﻿ / ﻿30.66°N 108.56°W﻿ / 30.66; -108.56﻿ (Takanobu),72,1985,"Fujiwara no Takanobu, Japanese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5830
Takayoshi,37°14′S 163°49′W﻿ / ﻿37.23°S 163.82°W﻿ / -37.23; -163.82﻿ (Takayoshi),136,1979,"Fujiwara no Takayoshi, Japanese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5831
Tansen,4°07′N 71°40′W﻿ / ﻿4.11°N 71.67°W﻿ / 4.11; -71.67﻿ (Tansen),27,1976,"Tansen, Hindustani composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5858
Thākur,3°03′S 64°34′W﻿ / ﻿3.05°S 64.57°W﻿ / -3.05; -64.57﻿ (Thākur),111,1976,"Rabindranath Tagore, Indian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5990
Theophanes,5°01′S 142°47′W﻿ / ﻿5.02°S 142.78°W﻿ / -5.02; -142.78﻿ (Theophanes),46,1976,"Theophanes the Greek, icon painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5964
Thoreau,5°56′N 132°38′W﻿ / ﻿5.94°N 132.64°W﻿ / 5.94; -132.64﻿ (Thoreau),72,1985,"Henry David Thoreau, American poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5979
Tintoretto,47°59′S 22°57′W﻿ / ﻿47.99°S 22.95°W﻿ / -47.99; -22.95﻿ (Tintoretto),94,1976,"Tintoretto, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6022
Titian,3°41′S 42°32′W﻿ / ﻿3.69°S 42.53°W﻿ / -3.69; -42.53﻿ (Titian),109,1976,"Titian, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6034
To Ngoc Van,52°29′N 111°42′W﻿ / ﻿52.49°N 111.7°W﻿ / 52.49; -111.7﻿ (To Ngoc Van),71,2009,"To Ngoc Van, Vietnamese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14589
Tolkien,88°49′N 148°55′E﻿ / ﻿88.82°N 148.92°E﻿ / 88.82; 148.92﻿ (Tolkien),50,2012,"J. R. R. Tolkien, English writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15025
Tolstoj,16°14′S 164°38′W﻿ / ﻿16.23°S 164.64°W﻿ / -16.23; -164.64﻿ (Tolstoj),355,1976,"Leo Tolstoy, Russian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6052
Travers,28°00′S 329°06′W﻿ / ﻿28.0°S 329.1°W﻿ / -28.0; -329.1﻿ (Tolstoj),164,2018,"Pamela Lyndon Travers, British writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15773
Tsʻai Wen-Chi,23°28′N 23°09′W﻿ / ﻿23.47°N 23.15°W﻿ / 23.47; -23.15﻿ (Tsʻai Wen-Chi),124,1976,"Cai Wenji, Chinese poet and composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6116
Tsʻao Chan,13°19′S 142°21′W﻿ / ﻿13.31°S 142.35°W﻿ / -13.31; -142.35﻿ (Tsʻao Chan),110,1976,"Cao Xueqin, Chinese novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6118
Tsurayuki,62°59′S 20°20′W﻿ / ﻿62.99°S 20.34°W﻿ / -62.99; -20.34﻿ (Tsurayuki),83,1976,"Ki no Tsurayuki, Japanese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6113
Tung Yüan,75°01′N 62°50′W﻿ / ﻿75.02°N 62.83°W﻿ / 75.02; -62.83﻿ (Tung Yüan),60.46,1979,"Dong Yuan, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6132
Turgenev,65°41′N 136°16′W﻿ / ﻿65.68°N 136.26°W﻿ / 65.68; -136.26﻿ (Turgenev),136,1979,"Ivan Turgenev, Russian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6140
Tyagaraja,3°53′N 148°54′W﻿ / ﻿3.89°N 148.9°W﻿ / 3.89; -148.9﻿ (Tyagaraja),97,1976,"Tyāgarāja, Indian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6161
Tryggvadóttir,89°33′N 171°34′W﻿ / ﻿89.55°N 171.56°W﻿ / 89.55; -171.56﻿ (Tryggvadóttir),31,2012,"Nína Tryggvadóttir, Icelandic artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15026
Unkei,31°47′S 62°36′W﻿ / ﻿31.79°S 62.6°W﻿ / -31.79; -62.6﻿ (Unkei),121,1976,"Unkei, Japanese sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6228
Ustad Isa,31°55′S 166°07′W﻿ / ﻿31.91°S 166.11°W﻿ / -31.91; -166.11﻿ (Ustad Isa),138,1979,"Ustad Isa, architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6249
Vālmiki,23°35′S 141°25′W﻿ / ﻿23.58°S 141.41°W﻿ / -23.58; -141.41﻿ (Vālmiki),210,1976,"Valmiki, Indian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6462
Van Dijck,75°48′N 166°38′W﻿ / ﻿75.8°N 166.63°W﻿ / 75.8; -166.63﻿ (Van Dijck),101.53,1979,"Anthony van Dyck, Flemish artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6309
Van Eyck,43°13′N 159°26′W﻿ / ﻿43.22°N 159.43°W﻿ / 43.22; -159.43﻿ (Van Eyck),271,1979,"Jan van Eyck, Flemish artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6310
Van Gogh,76°53′S 138°41′W﻿ / ﻿76.88°S 138.68°W﻿ / -76.88; -138.68﻿ (van Gogh),99,1976,"Vincent van Gogh, Dutch artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6312
Varma,80°02′N 18°58′W﻿ / ﻿80.04°N 18.97°W﻿ / 80.04; -18.97﻿ (Varma),30,2013,"Raja Ravi Varma, Indian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15146
Vazov,65°24′S 212°20′W﻿ / ﻿65.4°S 212.33°W﻿ / -65.4; -212.33﻿ (Vazov),33,2020,"Ivan Vazov, Bulgarian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15922
Velázquez,37°35′N 55°26′W﻿ / ﻿37.59°N 55.43°W﻿ / 37.59; -55.43﻿ (Velázquez),128,1979,"Diego Velázquez, Spanish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6345
Verdi,64°22′N 169°43′W﻿ / ﻿64.36°N 169.71°W﻿ / 64.36; -169.71﻿ (Verdi),145,1979,"Giuseppe Verdi, Italian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6354
Veronese,5°18′N 55°57′W﻿ / ﻿5.3°N 55.95°W﻿ / 5.3; -55.95﻿ (Veronese),45,2021,"Paolo Veronese, Italian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15997
Vieira da Silva,1°32′N 123°25′W﻿ / ﻿1.54°N 123.41°W﻿ / 1.54; -123.41﻿ (Vieira da Silva),274,2013,"Maria Helena Vieira da Silva, Portuguese-French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15194
Villa-Lobos,5°16′N 6°47′E﻿ / ﻿5.27°N 6.79°E﻿ / 5.27; 6.79﻿ (Villa-Lobos),67,2015,"Heitor Villa-Lobos, Brazilian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15397
Vincente,56°45′S 142°58′W﻿ / ﻿56.75°S 142.96°W﻿ / -56.75; -142.96﻿ (Vincente),108,1979,"Gil Vicente, Portuguese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6392
Vivaldi,13°46′N 85°55′W﻿ / ﻿13.76°N 85.92°W﻿ / 13.76; -85.92﻿ (Vivaldi),213,1976,"Antonio Vivaldi, Italian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6415
Vlaminck,28°29′N 13°31′W﻿ / ﻿28.48°N 13.51°W﻿ / 28.48; -13.51﻿ (Vlaminck),82,1985,"Maurice de Vlaminck, French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6421
Vonnegut,82°43′N 249°55′W﻿ / ﻿82.72°N 249.91°W﻿ / 82.72; -249.91﻿ (Vlaminck),26.61,2017,"Kurt Vonnegut, American writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15623
Vyāsa,49°47′N 84°37′W﻿ / ﻿49.79°N 84.62°W﻿ / 49.79; -84.62﻿ (Vyāsa),297,1979,"Vyasa, Indian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6461
Wagner,68°15′S 114°47′W﻿ / ﻿68.25°S 114.78°W﻿ / -68.25; -114.78﻿ (Wagner),134,1976,"Richard Wagner, German composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6470
Wang Meng,8°32′N 104°07′W﻿ / ﻿8.53°N 104.12°W﻿ / 8.53; -104.12﻿ (Wang Meng),165,1976,"Wang Meng, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6486
Warhol,2°33′S 6°16′W﻿ / ﻿2.55°S 6.27°W﻿ / -2.55; -6.27﻿ (Warhol),91,2012,"Andy Warhol, American artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14975
Waters,8°58′S 105°27′W﻿ / ﻿8.96°S 105.45°W﻿ / -8.96; -105.45﻿ (Waters),15,2012,"Muddy Waters, American musician",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15086
Wen Tianxiang,45°20′S 191°36′W﻿ / ﻿45.34°S 191.6°W﻿ / -45.34; -191.6﻿ (Wagner),166.42,2020,"Wen Tianxiang, Chinese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15921
Wergeland,37°56′S 56°22′W﻿ / ﻿37.93°S 56.36°W﻿ / -37.93; -56.36﻿ (Wergeland),42,1976,"Henrik Wergeland, Norwegian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6522
Whitman,41°24′N 111°38′W﻿ / ﻿41.4°N 111.64°W﻿ / 41.4; -111.64﻿ (Whitman),64,1985,"Walt Whitman, American poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6536
Wren,24°50′N 35°57′W﻿ / ﻿24.84°N 35.95°W﻿ / 24.84; -35.95﻿ (Wren),204,1979,"Christopher Wren, English architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6580
Wu Shujuan,70°48′S 346°44′W﻿ / ﻿70.8°S 346.73°W﻿ / -70.8; -346.73﻿ (Wu Shujuan),109,2024,"Wu Shujuan, Chinese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16348
Xiao Zhao,10°35′N 123°50′E﻿ / ﻿10.58°N 123.84°E﻿ / 10.58; 123.84﻿ (Xiao Zhao),24,2008,"Xiao Zhao, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14392
Yamada,82°32′N 136°10′E﻿ / ﻿82.54°N 136.16°E﻿ / 82.54; 136.16﻿ (Yamada),17.1,2015,"Kosaku Yamada, Japanese composer and conductor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15435
Yeats,9°26′N 35°02′W﻿ / ﻿9.44°N 35.03°W﻿ / 9.44; -35.03﻿ (Yeats),92,1976,"William Butler Yeats, Irish poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6648
Yoshikawa,81°13′N 106°02′E﻿ / ﻿81.21°N 106.03°E﻿ / 81.21; 106.03﻿ (Yoshikawa),30,2012,"Eiji Yoshikawa, Japanese novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15028
Yun Sŏn-Do,73°29′S 110°05′W﻿ / ﻿73.49°S 110.08°W﻿ / -73.49; -110.08﻿ (Yun Sǒn-Do),76,1976,"Yun Seondo, Korean poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6680
Zeami,2°58′S 147°25′W﻿ / ﻿2.96°S 147.41°W﻿ / -2.96; -147.41﻿ (Zeami),129,1976,"Zeami Motokiyo, Japanese playwright",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6709
Zola,49°45′N 178°15′W﻿ / ﻿49.75°N 178.25°W﻿ / 49.75; -178.25﻿ (Zola),70,1979,"Émile Zola, French novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6749
